"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-07-18,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-18,"BC","Vancouver Coastal","Vancouver",1,4.14
2020-07-18,"BC","Vancouver Island","All",0,0.14
2020-07-18,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-07-18,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-18,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-18,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-18,"Out of Canada","Out of Canada","Out of Canada",2,0.43
2020-07-19,"BC","All","All",30,26.43
2020-07-19,"BC","Fraser","All",16,10.43
2020-07-19,"BC","Fraser","Fraser East",2,2.71
2020-07-19,"BC","Fraser","Fraser North",8,2.86
2020-07-19,"BC","Fraser","Fraser South",6,4.86
2020-07-19,"BC","Fraser","Unknown",0,0
2020-07-19,"BC","Interior","All",9,11
2020-07-19,"BC","Interior","East Kootenay",0,0.29
2020-07-19,"BC","Interior","Kootenay Boundary",0,0
2020-07-19,"BC","Interior","Okanagan",9,10.57
2020-07-19,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-07-19,"BC","Northern","All",0,0.57
2020-07-19,"BC","Northern","Northeast",0,0.14
2020-07-19,"BC","Northern","Northern Interior",0,0
2020-07-19,"BC","Northern","Northwest",0,0.43
2020-07-19,"BC","Northern","Unknown",0,0
2020-07-19,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-19,"BC","Vancouver Coastal","All",1,3.71
2020-07-19,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.14
2020-07-19,"BC","Vancouver Coastal","Richmond",0,0.29
2020-07-19,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-19,"BC","Vancouver Coastal","Vancouver",1,3.14
2020-07-19,"BC","Vancouver Island","All",4,0.71
2020-07-19,"BC","Vancouver Island","Central Vancouver Island",3,0.57
2020-07-19,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-19,"BC","Vancouver Island","South Vancouver Island",1,0.14
2020-07-19,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-19,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2020-07-20,"BC","All","All",28,28.71
2020-07-20,"BC","Fraser","All",11,10.86
2020-07-20,"BC","Fraser","Fraser East",8,3.71
2020-07-20,"BC","Fraser","Fraser North",1,2.71
2020-07-20,"BC","Fraser","Fraser South",2,4.43
2020-07-20,"BC","Fraser","Unknown",0,0
2020-07-20,"BC","Interior","All",11,12.29
2020-07-20,"BC","Interior","East Kootenay",0,0.29
2020-07-20,"BC","Interior","Kootenay Boundary",0,0
2020-07-20,"BC","Interior","Okanagan",11,11.86
2020-07-20,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-07-20,"BC","Northern","All",0,0.57
2020-07-20,"BC","Northern","Northeast",0,0.14
2020-07-20,"BC","Northern","Northern Interior",0,0
2020-07-20,"BC","Northern","Northwest",0,0.43
2020-07-20,"BC","Northern","Unknown",0,0
2020-07-20,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-20,"BC","Vancouver Coastal","All",6,4.29
2020-07-20,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.14
2020-07-20,"BC","Vancouver Coastal","Richmond",2,0.57
2020-07-20,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-20,"BC","Vancouver Coastal","Vancouver",4,3.43
2020-07-20,"BC","Vancouver Island","All",0,0.71
2020-07-20,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2020-07-20,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-20,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-20,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-20,"Out of Canada","Out of Canada","Out of Canada",2,0.71
2020-07-21,"BC","All","All",30,29.86
2020-07-21,"BC","Fraser","All",14,11.57
2020-07-21,"BC","Fraser","Fraser East",5,4.29
2020-07-21,"BC","Fraser","Fraser North",6,3.57
2020-07-21,"BC","Fraser","Fraser South",3,3.71
2020-07-21,"BC","Fraser","Unknown",0,0
2020-07-21,"BC","Interior","All",10,12.86
2020-07-21,"BC","Interior","East Kootenay",0,0.29
2020-07-21,"BC","Interior","Kootenay Boundary",0,0
2020-07-21,"BC","Interior","Okanagan",10,12.43
2020-07-21,"BC","Interior","Thompson Cariboo Shuswap",0,0.14
2020-07-21,"BC","Northern","All",0,0.57
2020-07-21,"BC","Northern","Northeast",0,0.14
2020-07-21,"BC","Northern","Northern Interior",0,0
2020-07-21,"BC","Northern","Northwest",0,0.43
2020-07-21,"BC","Northern","Unknown",0,0
2020-07-21,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-21,"BC","Vancouver Coastal","All",5,4
2020-07-21,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.14
2020-07-21,"BC","Vancouver Coastal","Richmond",0,0.29
2020-07-21,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-21,"BC","Vancouver Coastal","Vancouver",5,3.43
2020-07-21,"BC","Vancouver Island","All",1,0.86
2020-07-21,"BC","Vancouver Island","Central Vancouver Island",1,0.71
2020-07-21,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-21,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-21,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-21,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2020-07-22,"BC","All","All",33,29.86
2020-07-22,"BC","Fraser","All",12,12.14
2020-07-22,"BC","Fraser","Fraser East",5,4.86
2020-07-22,"BC","Fraser","Fraser North",3,3.71
2020-07-22,"BC","Fraser","Fraser South",4,3.57
2020-07-22,"BC","Fraser","Unknown",0,0
2020-07-22,"BC","Interior","All",10,11.86
2020-07-22,"BC","Interior","East Kootenay",0,0.29
2020-07-22,"BC","Interior","Kootenay Boundary",0,0
2020-07-22,"BC","Interior","Okanagan",8,11.29
2020-07-22,"BC","Interior","Thompson Cariboo Shuswap",2,0.29
2020-07-22,"BC","Northern","All",8,1.43
2020-07-22,"BC","Northern","Northeast",0,0
2020-07-22,"BC","Northern","Northern Interior",0,0
2020-07-22,"BC","Northern","Northwest",8,1.43
2020-07-22,"BC","Northern","Unknown",0,0
2020-07-22,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-22,"BC","Vancouver Coastal","All",2,3.57
2020-07-22,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.14
2020-07-22,"BC","Vancouver Coastal","Richmond",1,0.43
2020-07-22,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-22,"BC","Vancouver Coastal","Vancouver",1,2.86
2020-07-22,"BC","Vancouver Island","All",1,0.86
2020-07-22,"BC","Vancouver Island","Central Vancouver Island",1,0.71
2020-07-22,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-22,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-22,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-22,"Out of Canada","Out of Canada","Out of Canada",2,1
2020-07-23,"BC","All","All",32,30
2020-07-23,"BC","Fraser","All",11,12.86
2020-07-23,"BC","Fraser","Fraser East",1,4.86
2020-07-23,"BC","Fraser","Fraser North",4,3.71
2020-07-23,"BC","Fraser","Fraser South",6,4.29
2020-07-23,"BC","Fraser","Unknown",0,0
2020-07-23,"BC","Interior","All",10,10.29
2020-07-23,"BC","Interior","East Kootenay",0,0.14
2020-07-23,"BC","Interior","Kootenay Boundary",0,0
2020-07-23,"BC","Interior","Okanagan",9,9.71
2020-07-23,"BC","Interior","Thompson Cariboo Shuswap",1,0.43
2020-07-23,"BC","Northern","All",3,1.71
2020-07-23,"BC","Northern","Northeast",0,0
2020-07-23,"BC","Northern","Northern Interior",0,0
2020-07-23,"BC","Northern","Northwest",3,1.71
2020-07-23,"BC","Northern","Unknown",0,0
2020-07-23,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-23,"BC","Vancouver Coastal","All",8,4.29
2020-07-23,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",4,0.71
2020-07-23,"BC","Vancouver Coastal","Richmond",0,0.43
2020-07-23,"BC","Vancouver Coastal","Unknown",0,0.14
2020-07-23,"BC","Vancouver Coastal","Vancouver",4,3
2020-07-23,"BC","Vancouver Island","All",0,0.86
2020-07-23,"BC","Vancouver Island","Central Vancouver Island",0,0.71
2020-07-23,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-23,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-23,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-23,"Out of Canada","Out of Canada","Out of Canada",0,1
2020-07-24,"BC","All","All",26,29
2020-07-24,"BC","Fraser","All",5,11.57
2020-07-24,"BC","Fraser","Fraser East",1,3.86
2020-07-24,"BC","Fraser","Fraser North",2,4
2020-07-24,"BC","Fraser","Fraser South",2,3.71
2020-07-24,"BC","Fraser","Unknown",0,0
2020-07-24,"BC","Interior","All",19,11.43
2020-07-24,"BC","Interior","East Kootenay",0,0
2020-07-24,"BC","Interior","Kootenay Boundary",0,0
2020-07-24,"BC","Interior","Okanagan",18,10.86
2020-07-24,"BC","Interior","Thompson Cariboo Shuswap",1,0.57
2020-07-24,"BC","Northern","All",0,1.57
2020-07-24,"BC","Northern","Northeast",0,0
2020-07-24,"BC","Northern","Northern Interior",0,0
2020-07-24,"BC","Northern","Northwest",0,1.57
2020-07-24,"BC","Northern","Unknown",0,0
2020-07-24,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-24,"BC","Vancouver Coastal","All",2,3.57
2020-07-24,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.57
2020-07-24,"BC","Vancouver Coastal","Richmond",0,0.43
2020-07-24,"BC","Vancouver Coastal","Unknown",0,0
2020-07-24,"BC","Vancouver Coastal","Vancouver",2,2.57
2020-07-24,"BC","Vancouver Island","All",0,0.86
2020-07-24,"BC","Vancouver Island","Central Vancouver Island",0,0.71
2020-07-24,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-24,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-24,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-24,"Out of Canada","Out of Canada","Out of Canada",1,1.14
2020-07-25,"BC","All","All",21,28.57
2020-07-25,"BC","Fraser","All",13,11.71
2020-07-25,"BC","Fraser","Fraser East",7,4.14
2020-07-25,"BC","Fraser","Fraser North",1,3.57
2020-07-25,"BC","Fraser","Fraser South",5,4
2020-07-25,"BC","Fraser","Unknown",0,0
2020-07-25,"BC","Interior","All",6,10.71
2020-07-25,"BC","Interior","East Kootenay",0,0
2020-07-25,"BC","Interior","Kootenay Boundary",0,0
2020-07-25,"BC","Interior","Okanagan",4,9.86
2020-07-25,"BC","Interior","Thompson Cariboo Shuswap",2,0.86
2020-07-25,"BC","Northern","All",0,1.57
2020-07-25,"BC","Northern","Northeast",0,0
2020-07-25,"BC","Northern","Northern Interior",0,0
2020-07-25,"BC","Northern","Northwest",0,1.57
2020-07-25,"BC","Northern","Unknown",0,0
2020-07-25,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-25,"BC","Vancouver Coastal","All",2,3.71
2020-07-25,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.57
2020-07-25,"BC","Vancouver Coastal","Richmond",0,0.43
2020-07-25,"BC","Vancouver Coastal","Unknown",0,0
2020-07-25,"BC","Vancouver Coastal","Vancouver",2,2.71
2020-07-25,"BC","Vancouver Island","All",0,0.86
2020-07-25,"BC","Vancouver Island","Central Vancouver Island",0,0.71
2020-07-25,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-25,"BC","Vancouver Island","South Vancouver Island",0,0.14
2020-07-25,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-25,"Out of Canada","Out of Canada","Out of Canada",1,1
2020-07-26,"BC","All","All",21,27.29
2020-07-26,"BC","Fraser","All",14,11.43
2020-07-26,"BC","Fraser","Fraser East",8,5
2020-07-26,"BC","Fraser","Fraser North",4,3
2020-07-26,"BC","Fraser","Fraser South",2,3.43
2020-07-26,"BC","Fraser","Unknown",0,0
2020-07-26,"BC","Interior","All",4,10
2020-07-26,"BC","Interior","East Kootenay",0,0
2020-07-26,"BC","Interior","Kootenay Boundary",0,0
2020-07-26,"BC","Interior","Okanagan",3,9
2020-07-26,"BC","Interior","Thompson Cariboo Shuswap",1,1
2020-07-26,"BC","Northern","All",1,1.71
2020-07-26,"BC","Northern","Northeast",0,0
2020-07-26,"BC","Northern","Northern Interior",0,0
2020-07-26,"BC","Northern","Northwest",1,1.71
2020-07-26,"BC","Northern","Unknown",0,0
2020-07-26,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-26,"BC","Vancouver Coastal","All",1,3.71
2020-07-26,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.57
2020-07-26,"BC","Vancouver Coastal","Richmond",0,0.43
2020-07-26,"BC","Vancouver Coastal","Unknown",0,0
2020-07-26,"BC","Vancouver Coastal","Vancouver",1,2.71
2020-07-26,"BC","Vancouver Island","All",1,0.43
2020-07-26,"BC","Vancouver Island","Central Vancouver Island",1,0.43
2020-07-26,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-26,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-26,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-26,"Out of Canada","Out of Canada","Out of Canada",0,0.86
2020-07-27,"BC","All","All",20,26.14
2020-07-27,"BC","Fraser","All",12,11.57
2020-07-27,"BC","Fraser","Fraser East",11,5.43
2020-07-27,"BC","Fraser","Fraser North",0,2.86
2020-07-27,"BC","Fraser","Fraser South",1,3.29
2020-07-27,"BC","Fraser","Unknown",0,0
2020-07-27,"BC","Interior","All",5,9.14
2020-07-27,"BC","Interior","East Kootenay",0,0
2020-07-27,"BC","Interior","Kootenay Boundary",0,0
2020-07-27,"BC","Interior","Okanagan",4,8
2020-07-27,"BC","Interior","Thompson Cariboo Shuswap",1,1.14
2020-07-27,"BC","Northern","All",0,1.71
2020-07-27,"BC","Northern","Northeast",0,0
2020-07-27,"BC","Northern","Northern Interior",0,0
2020-07-27,"BC","Northern","Northwest",0,1.71
2020-07-27,"BC","Northern","Unknown",0,0
2020-07-27,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-27,"BC","Vancouver Coastal","All",3,3.29
2020-07-27,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,0.71
2020-07-27,"BC","Vancouver Coastal","Richmond",0,0.14
2020-07-27,"BC","Vancouver Coastal","Unknown",0,0
2020-07-27,"BC","Vancouver Coastal","Vancouver",2,2.43
2020-07-27,"BC","Vancouver Island","All",0,0.43
2020-07-27,"BC","Vancouver Island","Central Vancouver Island",0,0.43
2020-07-27,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-27,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-27,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-27,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-07-28,"BC","All","All",52,29.29
2020-07-28,"BC","Fraser","All",40,15.29
2020-07-28,"BC","Fraser","Fraser East",39,10.29
2020-07-28,"BC","Fraser","Fraser North",0,2
2020-07-28,"BC","Fraser","Fraser South",1,3
2020-07-28,"BC","Fraser","Unknown",0,0
2020-07-28,"BC","Interior","All",2,8
2020-07-28,"BC","Interior","East Kootenay",0,0
2020-07-28,"BC","Interior","Kootenay Boundary",0,0
2020-07-28,"BC","Interior","Okanagan",2,6.86
2020-07-28,"BC","Interior","Thompson Cariboo Shuswap",0,1.14
2020-07-28,"BC","Northern","All",6,2.57
2020-07-28,"BC","Northern","Northeast",0,0
2020-07-28,"BC","Northern","Northern Interior",0,0
2020-07-28,"BC","Northern","Northwest",6,2.57
2020-07-28,"BC","Northern","Unknown",0,0
2020-07-28,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-28,"BC","Vancouver Coastal","All",4,3.14
2020-07-28,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,0.86
2020-07-28,"BC","Vancouver Coastal","Richmond",2,0.43
2020-07-28,"BC","Vancouver Coastal","Unknown",0,0
2020-07-28,"BC","Vancouver Coastal","Vancouver",1,1.86
2020-07-28,"BC","Vancouver Island","All",0,0.29
2020-07-28,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-07-28,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-28,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-28,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-28,"Out of Canada","Out of Canada","Out of Canada",1,0.71
2020-07-29,"BC","All","All",21,27.57
2020-07-29,"BC","Fraser","All",13,15.43
2020-07-29,"BC","Fraser","Fraser East",9,10.86
2020-07-29,"BC","Fraser","Fraser North",1,1.71
2020-07-29,"BC","Fraser","Fraser South",3,2.86
2020-07-29,"BC","Fraser","Unknown",0,0
2020-07-29,"BC","Interior","All",5,7.29
2020-07-29,"BC","Interior","East Kootenay",0,0
2020-07-29,"BC","Interior","Kootenay Boundary",0,0
2020-07-29,"BC","Interior","Okanagan",3,6.14
2020-07-29,"BC","Interior","Thompson Cariboo Shuswap",2,1.14
2020-07-29,"BC","Northern","All",0,1.43
2020-07-29,"BC","Northern","Northeast",0,0
2020-07-29,"BC","Northern","Northern Interior",0,0
2020-07-29,"BC","Northern","Northwest",0,1.43
2020-07-29,"BC","Northern","Unknown",0,0
2020-07-29,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-29,"BC","Vancouver Coastal","All",3,3.29
2020-07-29,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.86
2020-07-29,"BC","Vancouver Coastal","Richmond",0,0.29
2020-07-29,"BC","Vancouver Coastal","Unknown",0,0
2020-07-29,"BC","Vancouver Coastal","Vancouver",3,2.14
2020-07-29,"BC","Vancouver Island","All",0,0.14
2020-07-29,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2020-07-29,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-29,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-29,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-29,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2020-07-30,"BC","All","All",44,29.29
2020-07-30,"BC","Fraser","All",27,17.71
2020-07-30,"BC","Fraser","Fraser East",9,12
2020-07-30,"BC","Fraser","Fraser North",5,1.86
2020-07-30,"BC","Fraser","Fraser South",13,3.86
2020-07-30,"BC","Fraser","Unknown",0,0
2020-07-30,"BC","Interior","All",4,6.43
2020-07-30,"BC","Interior","East Kootenay",0,0
2020-07-30,"BC","Interior","Kootenay Boundary",0,0
2020-07-30,"BC","Interior","Okanagan",4,5.43
2020-07-30,"BC","Interior","Thompson Cariboo Shuswap",0,1
2020-07-30,"BC","Northern","All",0,1
2020-07-30,"BC","Northern","Northeast",0,0
2020-07-30,"BC","Northern","Northern Interior",0,0
2020-07-30,"BC","Northern","Northwest",0,1
2020-07-30,"BC","Northern","Unknown",0,0
2020-07-30,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-30,"BC","Vancouver Coastal","All",12,3.86
2020-07-30,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,0.43
2020-07-30,"BC","Vancouver Coastal","Richmond",0,0.29
2020-07-30,"BC","Vancouver Coastal","Unknown",0,0
2020-07-30,"BC","Vancouver Coastal","Vancouver",11,3.14
2020-07-30,"BC","Vancouver Island","All",1,0.29
2020-07-30,"BC","Vancouver Island","Central Vancouver Island",1,0.29
2020-07-30,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-30,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-30,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-30,"Out of Canada","Out of Canada","Out of Canada",2,0.71
2020-07-31,"BC","All","All",44,31.86
2020-07-31,"BC","Fraser","All",22,20.14
2020-07-31,"BC","Fraser","Fraser East",13,13.71
2020-07-31,"BC","Fraser","Fraser North",2,1.86
2020-07-31,"BC","Fraser","Fraser South",7,4.57
2020-07-31,"BC","Fraser","Unknown",0,0
2020-07-31,"BC","Interior","All",2,4
2020-07-31,"BC","Interior","East Kootenay",0,0
2020-07-31,"BC","Interior","Kootenay Boundary",0,0
2020-07-31,"BC","Interior","Okanagan",1,3
2020-07-31,"BC","Interior","Thompson Cariboo Shuswap",1,1
2020-07-31,"BC","Northern","All",2,1.29
2020-07-31,"BC","Northern","Northeast",0,0
2020-07-31,"BC","Northern","Northern Interior",0,0
2020-07-31,"BC","Northern","Northwest",2,1.29
2020-07-31,"BC","Northern","Unknown",0,0
2020-07-31,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-07-31,"BC","Vancouver Coastal","All",18,6.14
2020-07-31,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,0.57
2020-07-31,"BC","Vancouver Coastal","Richmond",1,0.43
2020-07-31,"BC","Vancouver Coastal","Unknown",1,0.14
2020-07-31,"BC","Vancouver Coastal","Vancouver",15,5
2020-07-31,"BC","Vancouver Island","All",0,0.29
2020-07-31,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-07-31,"BC","Vancouver Island","North Vancouver Island",0,0
2020-07-31,"BC","Vancouver Island","South Vancouver Island",0,0
2020-07-31,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-07-31,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2020-08-01,"BC","All","All",48,35.71
2020-08-01,"BC","Fraser","All",34,23.14
2020-08-01,"BC","Fraser","Fraser East",5,13.43
2020-08-01,"BC","Fraser","Fraser North",8,2.86
2020-08-01,"BC","Fraser","Fraser South",21,6.86
2020-08-01,"BC","Fraser","Unknown",0,0
2020-08-01,"BC","Interior","All",2,3.43
2020-08-01,"BC","Interior","East Kootenay",0,0
2020-08-01,"BC","Interior","Kootenay Boundary",0,0
2020-08-01,"BC","Interior","Okanagan",1,2.57
2020-08-01,"BC","Interior","Thompson Cariboo Shuswap",1,0.86
2020-08-01,"BC","Northern","All",3,1.71
2020-08-01,"BC","Northern","Northeast",0,0
2020-08-01,"BC","Northern","Northern Interior",0,0
2020-08-01,"BC","Northern","Northwest",3,1.71
2020-08-01,"BC","Northern","Unknown",0,0
2020-08-01,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-08-01,"BC","Vancouver Coastal","All",9,7.14
2020-08-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,0.86
2020-08-01,"BC","Vancouver Coastal","Richmond",0,0.43
2020-08-01,"BC","Vancouver Coastal","Unknown",0,0.14
2020-08-01,"BC","Vancouver Coastal","Vancouver",7,5.71
2020-08-01,"BC","Vancouver Island","All",0,0.29
2020-08-01,"BC","Vancouver Island","Central Vancouver Island",0,0.29
2020-08-01,"BC","Vancouver Island","North Vancouver Island",0,0
2020-08-01,"BC","Vancouver Island","South Vancouver Island",0,0
2020-08-01,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-08-01,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2020-08-02,"BC","All","All",40,38.43
2020-08-02,"BC","Fraser","All",29,25.29
2020-08-02,"BC","Fraser","Fraser East",8,13.43
2020-08-02,"BC","Fraser","Fraser North",4,2.86
2020-08-02,"BC","Fraser","Fraser South",17,9
2020-08-02,"BC","Fraser","Unknown",0,0
2020-08-02,"BC","Interior","All",3,3.29
2020-08-02,"BC","Interior","East Kootenay",0,0
2020-08-02,"BC","Interior","Kootenay Boundary",0,0
2020-08-02,"BC","Interior","Okanagan",2,2.43
2020-08-02,"BC","Interior","Thompson Cariboo Shuswap",1,0.86
2020-08-02,"BC","Northern","All",0,1.57
2020-08-02,"BC","Northern","Northeast",0,0
2020-08-02,"BC","Northern","Northern Interior",0,0
2020-08-02,"BC","Northern","Northwest",0,1.57
2020-08-02,"BC","Northern","Unknown",0,0
2020-08-02,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-08-02,"BC","Vancouver Coastal","All",6,7.86
2020-08-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,1.14
2020-08-02,"BC","Vancouver Coastal","Richmond",0,0.43
2020-08-02,"BC","Vancouver Coastal","Unknown",0,0.14
2020-08-02,"BC","Vancouver Coastal","Vancouver",4,6.14
2020-08-02,"BC","Vancouver Island","All",2,0.43
2020-08-02,"BC","Vancouver Island","Central Vancouver Island",2,0.43
2020-08-02,"BC","Vancouver Island","North Vancouver Island",0,0
2020-08-02,"BC","Vancouver Island","South Vancouver Island",0,0
2020-08-02,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-08-02,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2020-08-03,"BC","All","All",34,40.43
2020-08-03,"BC","Fraser","All",24,27
2020-08-03,"BC","Fraser","Fraser East",7,12.86
2020-08-03,"BC","Fraser","Fraser North",4,3.43
2020-08-03,"BC","Fraser","Fraser South",13,10.71
2020-08-03,"BC","Fraser","Unknown",0,0
2020-08-03,"BC","Interior","All",4,3.14
2020-08-03,"BC","Interior","East Kootenay",0,0
2020-08-03,"BC","Interior","Kootenay Boundary",0,0
2020-08-03,"BC","Interior","Okanagan",4,2.43
2020-08-03,"BC","Interior","Thompson Cariboo Shuswap",0,0.71
2020-08-03,"BC","Northern","All",0,1.57
2020-08-03,"BC","Northern","Northeast",0,0
2020-08-03,"BC","Northern","Northern Interior",0,0
2020-08-03,"BC","Northern","Northwest",0,1.57
2020-08-03,"BC","Northern","Unknown",0,0
2020-08-03,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-08-03,"BC","Vancouver Coastal","All",6,8.29
2020-08-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,1
2020-08-03,"BC","Vancouver Coastal","Richmond",1,0.57
2020-08-03,"BC","Vancouver Coastal","Unknown",0,0.14
2020-08-03,"BC","Vancouver Coastal","Vancouver",5,6.57
2020-08-03,"BC","Vancouver Island","All",0,0.43
2020-08-03,"BC","Vancouver Island","Central Vancouver Island",0,0.43
2020-08-03,"BC","Vancouver Island","North Vancouver Island",0,0
2020-08-03,"BC","Vancouver Island","South Vancouver Island",0,0
2020-08-03,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2020-08-03,"Out of Canada","Out of Canada","Out of Canada",1,0.71
2020-08-04,"BC","All","All",35,38
2020-08-04,"BC","Fraser","All",17,23.71
2020-08-04,"BC","Fraser","Fraser East",3,7.71
2020-08-04,"BC","Fraser","Fraser North",3,3.86
2020-08-04,"BC","Fraser","Fraser South",11,12.14
2020-08-04,"BC","Fraser","Unknown",0,0
2020-08-04,"BC","Interior","All",4,3.43
2020-08-04,"BC","Interior","East Kootenay",0,0
2020-08-04,"BC","Interior","Kootenay Boundary",0,0
2020-08-04,"BC","Interior","Okanagan",4,2.71
2020-08-04,"BC","Interior","Thompson Cariboo Shuswap",0,0.71
2020-08-04,"BC","Northern","All",0,0.71
2020-08-04,"BC","Northern","Northeast",0,0
2020-08-04,"BC","Northern","Northern Interior",0,0
2020-08-04,"BC","Northern","Northwest",0,0.71
2020-08-04,"BC","Northern","Unknown",0,0
2020-08-04,"BC","Northern","Unknown HSDA - Northern HA",0,0
2020-08-04,"BC","Vancouver Coastal","All",14,9.71
2020-08-04,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",6,1.71
2020-08-04,"BC","Vancouver Coastal","Richmond",0,0.29
