"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2021-04-16,"BC","Vancouver Island","North Vancouver Island",9,5.29
2021-04-16,"BC","Vancouver Island","South Vancouver Island",13,24.29
2021-04-16,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-16,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-04-17,"BC","All","All",966,1027.14
2021-04-17,"BC","Fraser","All",603,605.14
2021-04-17,"BC","Fraser","Fraser East",95,98.71
2021-04-17,"BC","Fraser","Fraser North",148,160.71
2021-04-17,"BC","Fraser","Fraser South",358,345.29
2021-04-17,"BC","Fraser","Unknown",2,0.43
2021-04-17,"BC","Interior","All",64,88.29
2021-04-17,"BC","Interior","East Kootenay",8,10.71
2021-04-17,"BC","Interior","Kootenay Boundary",7,7.71
2021-04-17,"BC","Interior","Okanagan",39,55.43
2021-04-17,"BC","Interior","Thompson Cariboo Shuswap",10,14.43
2021-04-17,"BC","Northern","All",37,37.29
2021-04-17,"BC","Northern","Northeast",24,20
2021-04-17,"BC","Northern","Northern Interior",12,8.86
2021-04-17,"BC","Northern","Northwest",1,8.43
2021-04-17,"BC","Northern","Unknown",0,0
2021-04-17,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-17,"BC","Vancouver Coastal","All",220,253.43
2021-04-17,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",55,68
2021-04-17,"BC","Vancouver Coastal","Richmond",33,33.14
2021-04-17,"BC","Vancouver Coastal","Unknown",0,0
2021-04-17,"BC","Vancouver Coastal","Vancouver",132,152.29
2021-04-17,"BC","Vancouver Island","All",42,43
2021-04-17,"BC","Vancouver Island","Central Vancouver Island",10,12.86
2021-04-17,"BC","Vancouver Island","North Vancouver Island",2,5.14
2021-04-17,"BC","Vancouver Island","South Vancouver Island",30,25
2021-04-17,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-17,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-04-18,"BC","All","All",1020,1024.29
2021-04-18,"BC","Fraser","All",627,601.86
2021-04-18,"BC","Fraser","Fraser East",99,97.71
2021-04-18,"BC","Fraser","Fraser North",148,160.86
2021-04-18,"BC","Fraser","Fraser South",380,342.86
2021-04-18,"BC","Fraser","Unknown",0,0.43
2021-04-18,"BC","Interior","All",68,84.71
2021-04-18,"BC","Interior","East Kootenay",10,10.43
2021-04-18,"BC","Interior","Kootenay Boundary",6,8
2021-04-18,"BC","Interior","Okanagan",39,53.14
2021-04-18,"BC","Interior","Thompson Cariboo Shuswap",13,13.14
2021-04-18,"BC","Northern","All",46,38.71
2021-04-18,"BC","Northern","Northeast",30,22
2021-04-18,"BC","Northern","Northern Interior",9,8.86
2021-04-18,"BC","Northern","Northwest",7,7.86
2021-04-18,"BC","Northern","Unknown",0,0
2021-04-18,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-18,"BC","Vancouver Coastal","All",244,258.29
2021-04-18,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",49,65.14
2021-04-18,"BC","Vancouver Coastal","Richmond",53,39.29
2021-04-18,"BC","Vancouver Coastal","Unknown",0,0
2021-04-18,"BC","Vancouver Coastal","Vancouver",142,153.86
2021-04-18,"BC","Vancouver Island","All",35,40.71
2021-04-18,"BC","Vancouver Island","Central Vancouver Island",5,11.71
2021-04-18,"BC","Vancouver Island","North Vancouver Island",7,6
2021-04-18,"BC","Vancouver Island","South Vancouver Island",23,23
2021-04-18,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-18,"Out of Canada","Out of Canada","Out of Canada",0,0.43
2021-04-19,"BC","All","All",743,996.14
2021-04-19,"BC","Fraser","All",421,587.29
2021-04-19,"BC","Fraser","Fraser East",77,92.29
2021-04-19,"BC","Fraser","Fraser North",109,154.43
2021-04-19,"BC","Fraser","Fraser South",235,340.29
2021-04-19,"BC","Fraser","Unknown",0,0.29
2021-04-19,"BC","Interior","All",39,78
2021-04-19,"BC","Interior","East Kootenay",6,9.86
2021-04-19,"BC","Interior","Kootenay Boundary",7,7.86
2021-04-19,"BC","Interior","Okanagan",19,48.14
2021-04-19,"BC","Interior","Thompson Cariboo Shuswap",7,12.14
2021-04-19,"BC","Northern","All",30,38.71
2021-04-19,"BC","Northern","Northeast",19,22.57
2021-04-19,"BC","Northern","Northern Interior",10,9
2021-04-19,"BC","Northern","Northwest",1,7.14
2021-04-19,"BC","Northern","Unknown",0,0
2021-04-19,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-19,"BC","Vancouver Coastal","All",225,253.14
2021-04-19,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",44,61.29
2021-04-19,"BC","Vancouver Coastal","Richmond",21,37.14
2021-04-19,"BC","Vancouver Coastal","Unknown",0,0
2021-04-19,"BC","Vancouver Coastal","Vancouver",160,154.71
2021-04-19,"BC","Vancouver Island","All",28,39
2021-04-19,"BC","Vancouver Island","Central Vancouver Island",13,11.14
2021-04-19,"BC","Vancouver Island","North Vancouver Island",4,6
2021-04-19,"BC","Vancouver Island","South Vancouver Island",11,21.86
2021-04-19,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-19,"Out of Canada","Out of Canada","Out of Canada",3,0.43
2021-04-20,"BC","All","All",929,985.71
2021-04-20,"BC","Fraser","All",591,594.29
2021-04-20,"BC","Fraser","Fraser East",110,98.57
2021-04-20,"BC","Fraser","Fraser North",154,151.29
2021-04-20,"BC","Fraser","Fraser South",327,344.14
2021-04-20,"BC","Fraser","Unknown",0,0.29
2021-04-20,"BC","Interior","All",91,78.29
2021-04-20,"BC","Interior","East Kootenay",12,9.86
2021-04-20,"BC","Interior","Kootenay Boundary",8,8.14
2021-04-20,"BC","Interior","Okanagan",56,46.43
2021-04-20,"BC","Interior","Thompson Cariboo Shuswap",15,13.86
2021-04-20,"BC","Northern","All",22,35.29
2021-04-20,"BC","Northern","Northeast",15,20.43
2021-04-20,"BC","Northern","Northern Interior",3,8.14
2021-04-20,"BC","Northern","Northwest",4,6.71
2021-04-20,"BC","Northern","Unknown",0,0
2021-04-20,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-20,"BC","Vancouver Coastal","All",199,242.43
2021-04-20,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",57,57.29
2021-04-20,"BC","Vancouver Coastal","Richmond",33,38.43
2021-04-20,"BC","Vancouver Coastal","Unknown",0,0
2021-04-20,"BC","Vancouver Coastal","Vancouver",109,146.71
2021-04-20,"BC","Vancouver Island","All",26,35.43
2021-04-20,"BC","Vancouver Island","Central Vancouver Island",9,9.86
2021-04-20,"BC","Vancouver Island","North Vancouver Island",2,4.86
2021-04-20,"BC","Vancouver Island","South Vancouver Island",15,20.71
2021-04-20,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-20,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2021-04-21,"BC","All","All",960,947.71
2021-04-21,"BC","Fraser","All",575,571.71
2021-04-21,"BC","Fraser","Fraser East",87,91.86
2021-04-21,"BC","Fraser","Fraser North",166,146.57
2021-04-21,"BC","Fraser","Fraser South",322,333
2021-04-21,"BC","Fraser","Unknown",0,0.29
2021-04-21,"BC","Interior","All",74,75.86
2021-04-21,"BC","Interior","East Kootenay",7,9.43
2021-04-21,"BC","Interior","Kootenay Boundary",5,7.43
2021-04-21,"BC","Interior","Okanagan",49,45.86
2021-04-21,"BC","Interior","Thompson Cariboo Shuswap",13,13.14
2021-04-21,"BC","Northern","All",49,34
2021-04-21,"BC","Northern","Northeast",21,19.29
2021-04-21,"BC","Northern","Northern Interior",22,9.71
2021-04-21,"BC","Northern","Northwest",6,5
2021-04-21,"BC","Northern","Unknown",0,0
2021-04-21,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-21,"BC","Vancouver Coastal","All",221,231
2021-04-21,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",37,52.71
2021-04-21,"BC","Vancouver Coastal","Richmond",39,37.86
2021-04-21,"BC","Vancouver Coastal","Unknown",0,0
2021-04-21,"BC","Vancouver Coastal","Vancouver",145,140.43
2021-04-21,"BC","Vancouver Island","All",41,35.14
2021-04-21,"BC","Vancouver Island","Central Vancouver Island",10,10
2021-04-21,"BC","Vancouver Island","North Vancouver Island",1,4.57
2021-04-21,"BC","Vancouver Island","South Vancouver Island",30,20.57
2021-04-21,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-21,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2021-04-22,"BC","All","All",1013,959.71
2021-04-22,"BC","Fraser","All",653,591
2021-04-22,"BC","Fraser","Fraser East",137,98.57
2021-04-22,"BC","Fraser","Fraser North",136,143.43
2021-04-22,"BC","Fraser","Fraser South",380,348.71
2021-04-22,"BC","Fraser","Unknown",0,0.29
2021-04-22,"BC","Interior","All",72,72.86
2021-04-22,"BC","Interior","East Kootenay",7,8.71
2021-04-22,"BC","Interior","Kootenay Boundary",8,7.29
2021-04-22,"BC","Interior","Okanagan",47,44.57
2021-04-22,"BC","Interior","Thompson Cariboo Shuswap",10,12.29
2021-04-22,"BC","Northern","All",37,34.29
2021-04-22,"BC","Northern","Northeast",27,20.71
2021-04-22,"BC","Northern","Northern Interior",5,9
2021-04-22,"BC","Northern","Northwest",5,4.57
2021-04-22,"BC","Northern","Unknown",0,0
2021-04-22,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-22,"BC","Vancouver Coastal","All",227,229.43
2021-04-22,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",51,50.14
2021-04-22,"BC","Vancouver Coastal","Richmond",27,36.43
2021-04-22,"BC","Vancouver Coastal","Unknown",0,0
2021-04-22,"BC","Vancouver Coastal","Vancouver",149,142.86
2021-04-22,"BC","Vancouver Island","All",24,32.14
2021-04-22,"BC","Vancouver Island","Central Vancouver Island",4,8.29
2021-04-22,"BC","Vancouver Island","North Vancouver Island",2,3.86
2021-04-22,"BC","Vancouver Island","South Vancouver Island",18,20
2021-04-22,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-22,"Out of Canada","Out of Canada","Out of Canada",1,0.71
2021-04-23,"BC","All","All",893,932
2021-04-23,"BC","Fraser","All",564,576.29
2021-04-23,"BC","Fraser","Fraser East",99,100.57
2021-04-23,"BC","Fraser","Fraser North",118,139.86
2021-04-23,"BC","Fraser","Fraser South",347,335.57
2021-04-23,"BC","Fraser","Unknown",0,0.29
2021-04-23,"BC","Interior","All",82,70
2021-04-23,"BC","Interior","East Kootenay",11,8.71
2021-04-23,"BC","Interior","Kootenay Boundary",6,6.71
2021-04-23,"BC","Interior","Okanagan",57,43.71
2021-04-23,"BC","Interior","Thompson Cariboo Shuswap",8,10.86
2021-04-23,"BC","Northern","All",32,36.14
2021-04-23,"BC","Northern","Northeast",22,22.57
2021-04-23,"BC","Northern","Northern Interior",9,10
2021-04-23,"BC","Northern","Northwest",1,3.57
2021-04-23,"BC","Northern","Unknown",0,0
2021-04-23,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-23,"BC","Vancouver Coastal","All",179,216.43
2021-04-23,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",43,48
2021-04-23,"BC","Vancouver Coastal","Richmond",27,33.29
2021-04-23,"BC","Vancouver Coastal","Unknown",0,0
2021-04-23,"BC","Vancouver Coastal","Vancouver",109,135.14
2021-04-23,"BC","Vancouver Island","All",36,33.14
2021-04-23,"BC","Vancouver Island","Central Vancouver Island",15,9.43
2021-04-23,"BC","Vancouver Island","North Vancouver Island",2,2.86
2021-04-23,"BC","Vancouver Island","South Vancouver Island",19,20.86
2021-04-23,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-23,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2021-04-24,"BC","All","All",871,918.43
2021-04-24,"BC","Fraser","All",611,577.43
2021-04-24,"BC","Fraser","Fraser East",85,99.14
2021-04-24,"BC","Fraser","Fraser North",169,142.86
2021-04-24,"BC","Fraser","Fraser South",357,335.43
2021-04-24,"BC","Fraser","Unknown",0,0
2021-04-24,"BC","Interior","All",79,72.14
2021-04-24,"BC","Interior","East Kootenay",7,8.57
2021-04-24,"BC","Interior","Kootenay Boundary",3,6.14
2021-04-24,"BC","Interior","Okanagan",52,45.57
2021-04-24,"BC","Interior","Thompson Cariboo Shuswap",17,11.86
2021-04-24,"BC","Northern","All",17,33.29
2021-04-24,"BC","Northern","Northeast",14,21.14
2021-04-24,"BC","Northern","Northern Interior",0,8.29
2021-04-24,"BC","Northern","Northwest",3,3.86
2021-04-24,"BC","Northern","Unknown",0,0
2021-04-24,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-24,"BC","Vancouver Coastal","All",133,204
2021-04-24,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",39,45.71
2021-04-24,"BC","Vancouver Coastal","Richmond",18,31.14
2021-04-24,"BC","Vancouver Coastal","Unknown",0,0
2021-04-24,"BC","Vancouver Coastal","Vancouver",76,127.14
2021-04-24,"BC","Vancouver Island","All",31,31.57
2021-04-24,"BC","Vancouver Island","Central Vancouver Island",10,9.43
2021-04-24,"BC","Vancouver Island","North Vancouver Island",4,3.14
2021-04-24,"BC","Vancouver Island","South Vancouver Island",17,19
2021-04-24,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-24,"Out of Canada","Out of Canada","Out of Canada",4,1.29
2021-04-25,"BC","All","All",764,881.86
2021-04-25,"BC","Fraser","All",484,557
2021-04-25,"BC","Fraser","Fraser East",94,98.43
2021-04-25,"BC","Fraser","Fraser North",97,135.57
2021-04-25,"BC","Fraser","Fraser South",293,323
2021-04-25,"BC","Fraser","Unknown",0,0
2021-04-25,"BC","Interior","All",59,70.86
2021-04-25,"BC","Interior","East Kootenay",11,8.71
2021-04-25,"BC","Interior","Kootenay Boundary",4,5.86
2021-04-25,"BC","Interior","Okanagan",32,44.57
2021-04-25,"BC","Interior","Thompson Cariboo Shuswap",12,11.71
2021-04-25,"BC","Northern","All",48,33.57
2021-04-25,"BC","Northern","Northeast",36,22
2021-04-25,"BC","Northern","Northern Interior",11,8.57
2021-04-25,"BC","Northern","Northwest",1,3
2021-04-25,"BC","Northern","Unknown",0,0
2021-04-25,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-25,"BC","Vancouver Coastal","All",156,191.43
2021-04-25,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",30,43
2021-04-25,"BC","Vancouver Coastal","Richmond",29,27.71
2021-04-25,"BC","Vancouver Coastal","Unknown",0,0
2021-04-25,"BC","Vancouver Coastal","Vancouver",97,120.71
2021-04-25,"BC","Vancouver Island","All",17,29
2021-04-25,"BC","Vancouver Island","Central Vancouver Island",3,9.14
2021-04-25,"BC","Vancouver Island","North Vancouver Island",2,2.43
2021-04-25,"BC","Vancouver Island","South Vancouver Island",12,17.43
2021-04-25,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-25,"Out of Canada","Out of Canada","Out of Canada",0,1.29
2021-04-26,"BC","All","All",773,886.14
2021-04-26,"BC","Fraser","All",515,570.43
2021-04-26,"BC","Fraser","Fraser East",91,100.43
2021-04-26,"BC","Fraser","Fraser North",104,134.86
2021-04-26,"BC","Fraser","Fraser South",320,335.14
2021-04-26,"BC","Fraser","Unknown",0,0
2021-04-26,"BC","Interior","All",67,74.86
2021-04-26,"BC","Interior","East Kootenay",8,9
2021-04-26,"BC","Interior","Kootenay Boundary",6,5.71
2021-04-26,"BC","Interior","Okanagan",38,47.29
2021-04-26,"BC","Interior","Thompson Cariboo Shuswap",15,12.86
2021-04-26,"BC","Northern","All",11,30.86
2021-04-26,"BC","Northern","Northeast",5,20
2021-04-26,"BC","Northern","Northern Interior",4,7.71
2021-04-26,"BC","Northern","Northwest",2,3.14
2021-04-26,"BC","Northern","Unknown",0,0
2021-04-26,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-26,"BC","Vancouver Coastal","All",153,181.14
2021-04-26,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",35,41.71
2021-04-26,"BC","Vancouver Coastal","Richmond",19,27.43
2021-04-26,"BC","Vancouver Coastal","Unknown",0,0
2021-04-26,"BC","Vancouver Coastal","Vancouver",99,112
2021-04-26,"BC","Vancouver Island","All",27,28.86
2021-04-26,"BC","Vancouver Island","Central Vancouver Island",10,8.71
2021-04-26,"BC","Vancouver Island","North Vancouver Island",1,2
2021-04-26,"BC","Vancouver Island","South Vancouver Island",16,18.14
2021-04-26,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-26,"Out of Canada","Out of Canada","Out of Canada",0,0.86
2021-04-27,"BC","All","All",797,867.29
2021-04-27,"BC","Fraser","All",512,559.14
2021-04-27,"BC","Fraser","Fraser East",95,98.29
2021-04-27,"BC","Fraser","Fraser North",115,129.29
2021-04-27,"BC","Fraser","Fraser South",302,331.57
2021-04-27,"BC","Fraser","Unknown",0,0
2021-04-27,"BC","Interior","All",69,71.71
2021-04-27,"BC","Interior","East Kootenay",3,7.71
2021-04-27,"BC","Interior","Kootenay Boundary",5,5.29
2021-04-27,"BC","Interior","Okanagan",50,46.43
2021-04-27,"BC","Interior","Thompson Cariboo Shuswap",11,12.29
2021-04-27,"BC","Northern","All",23,31
2021-04-27,"BC","Northern","Northeast",10,19.29
2021-04-27,"BC","Northern","Northern Interior",10,8.71
2021-04-27,"BC","Northern","Northwest",3,3
2021-04-27,"BC","Northern","Unknown",0,0
2021-04-27,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-27,"BC","Vancouver Coastal","All",158,175.29
2021-04-27,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",28,37.57
2021-04-27,"BC","Vancouver Coastal","Richmond",26,26.43
2021-04-27,"BC","Vancouver Coastal","Unknown",0,0
2021-04-27,"BC","Vancouver Coastal","Vancouver",104,111.29
2021-04-27,"BC","Vancouver Island","All",35,30.14
2021-04-27,"BC","Vancouver Island","Central Vancouver Island",11,9
2021-04-27,"BC","Vancouver Island","North Vancouver Island",2,2
2021-04-27,"BC","Vancouver Island","South Vancouver Island",22,19.14
2021-04-27,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-27,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2021-04-28,"BC","All","All",871,854.57
2021-04-28,"BC","Fraser","All",584,560.43
2021-04-28,"BC","Fraser","Fraser East",111,101.71
2021-04-28,"BC","Fraser","Fraser North",136,125
2021-04-28,"BC","Fraser","Fraser South",336,333.57
2021-04-28,"BC","Fraser","Unknown",1,0.14
2021-04-28,"BC","Interior","All",51,68.43
2021-04-28,"BC","Interior","East Kootenay",7,7.71
2021-04-28,"BC","Interior","Kootenay Boundary",3,5
2021-04-28,"BC","Interior","Okanagan",27,43.29
2021-04-28,"BC","Interior","Thompson Cariboo Shuswap",14,12.43
2021-04-28,"BC","Northern","All",23,27.29
2021-04-28,"BC","Northern","Northeast",11,17.86
2021-04-28,"BC","Northern","Northern Interior",10,7
2021-04-28,"BC","Northern","Northwest",2,2.43
2021-04-28,"BC","Northern","Unknown",0,0
2021-04-28,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-28,"BC","Vancouver Coastal","All",183,169.86
2021-04-28,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",46,38.86
2021-04-28,"BC","Vancouver Coastal","Richmond",18,23.43
2021-04-28,"BC","Vancouver Coastal","Unknown",0,0
2021-04-28,"BC","Vancouver Coastal","Vancouver",119,107.57
2021-04-28,"BC","Vancouver Island","All",30,28.57
2021-04-28,"BC","Vancouver Island","Central Vancouver Island",10,9
2021-04-28,"BC","Vancouver Island","North Vancouver Island",4,2.43
2021-04-28,"BC","Vancouver Island","South Vancouver Island",16,17.14
2021-04-28,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-28,"Out of Canada","Out of Canada","Out of Canada",1,0.86
2021-04-29,"BC","All","All",747,816.57
2021-04-29,"BC","Fraser","All",457,532.43
2021-04-29,"BC","Fraser","Fraser East",77,93.14
2021-04-29,"BC","Fraser","Fraser North",104,120.43
2021-04-29,"BC","Fraser","Fraser South",276,318.71
2021-04-29,"BC","Fraser","Unknown",0,0.14
2021-04-29,"BC","Interior","All",73,68.57
2021-04-29,"BC","Interior","East Kootenay",6,7.57
2021-04-29,"BC","Interior","Kootenay Boundary",2,4.14
2021-04-29,"BC","Interior","Okanagan",61,45.29
2021-04-29,"BC","Interior","Thompson Cariboo Shuswap",4,11.57
2021-04-29,"BC","Northern","All",27,25.86
2021-04-29,"BC","Northern","Northeast",20,16.86
2021-04-29,"BC","Northern","Northern Interior",4,6.86
2021-04-29,"BC","Northern","Northwest",3,2.14
2021-04-29,"BC","Northern","Unknown",0,0
2021-04-29,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-29,"BC","Vancouver Coastal","All",159,160.14
2021-04-29,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",20,34.43
2021-04-29,"BC","Vancouver Coastal","Richmond",31,24
2021-04-29,"BC","Vancouver Coastal","Unknown",0,0
2021-04-29,"BC","Vancouver Coastal","Vancouver",108,101.71
2021-04-29,"BC","Vancouver Island","All",31,29.57
2021-04-29,"BC","Vancouver Island","Central Vancouver Island",18,11
2021-04-29,"BC","Vancouver Island","North Vancouver Island",2,2.43
2021-04-29,"BC","Vancouver Island","South Vancouver Island",11,16.14
2021-04-29,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-29,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2021-04-30,"BC","All","All",891,816.29
2021-04-30,"BC","Fraser","All",605,538.29
2021-04-30,"BC","Fraser","Fraser East",122,96.43
2021-04-30,"BC","Fraser","Fraser North",116,120.14
2021-04-30,"BC","Fraser","Fraser South",367,321.57
2021-04-30,"BC","Fraser","Unknown",0,0.14
2021-04-30,"BC","Interior","All",63,65.86
2021-04-30,"BC","Interior","East Kootenay",11,7.57
2021-04-30,"BC","Interior","Kootenay Boundary",2,3.57
2021-04-30,"BC","Interior","Okanagan",41,43
2021-04-30,"BC","Interior","Thompson Cariboo Shuswap",9,11.71
2021-04-30,"BC","Northern","All",15,23.43
2021-04-30,"BC","Northern","Northeast",6,14.57
2021-04-30,"BC","Northern","Northern Interior",8,6.71
2021-04-30,"BC","Northern","Northwest",1,2.14
2021-04-30,"BC","Northern","Unknown",0,0
2021-04-30,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-04-30,"BC","Vancouver Coastal","All",182,160.57
2021-04-30,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",32,32.86
2021-04-30,"BC","Vancouver Coastal","Richmond",39,25.71
2021-04-30,"BC","Vancouver Coastal","Unknown",0,0
2021-04-30,"BC","Vancouver Coastal","Vancouver",111,102
2021-04-30,"BC","Vancouver Island","All",26,28.14
2021-04-30,"BC","Vancouver Island","Central Vancouver Island",11,10.43
2021-04-30,"BC","Vancouver Island","North Vancouver Island",3,2.57
2021-04-30,"BC","Vancouver Island","South Vancouver Island",12,15.14
2021-04-30,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-04-30,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2021-05-01,"BC","All","All",689,790.29
2021-05-01,"BC","Fraser","All",490,521
2021-05-01,"BC","Fraser","Fraser East",75,95
2021-05-01,"BC","Fraser","Fraser North",107,111.29
2021-05-01,"BC","Fraser","Fraser South",308,314.57
2021-05-01,"BC","Fraser","Unknown",0,0.14
2021-05-01,"BC","Interior","All",33,59.29
2021-05-01,"BC","Interior","East Kootenay",7,7.57
2021-05-01,"BC","Interior","Kootenay Boundary",3,3.57
2021-05-01,"BC","Interior","Okanagan",20,38.43
2021-05-01,"BC","Interior","Thompson Cariboo Shuswap",3,9.71
2021-05-01,"BC","Northern","All",22,24.14
2021-05-01,"BC","Northern","Northeast",17,15
2021-05-01,"BC","Northern","Northern Interior",4,7.29
2021-05-01,"BC","Northern","Northwest",1,1.86
2021-05-01,"BC","Northern","Unknown",0,0
2021-05-01,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-05-01,"BC","Vancouver Coastal","All",123,159.14
2021-05-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",19,30
2021-05-01,"BC","Vancouver Coastal","Richmond",23,26.43
2021-05-01,"BC","Vancouver Coastal","Unknown",0,0
2021-05-01,"BC","Vancouver Coastal","Vancouver",81,102.71
2021-05-01,"BC","Vancouver Island","All",21,26.71
2021-05-01,"BC","Vancouver Island","Central Vancouver Island",6,9.86
2021-05-01,"BC","Vancouver Island","North Vancouver Island",5,2.71
2021-05-01,"BC","Vancouver Island","South Vancouver Island",10,14.14
2021-05-01,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-05-01,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-05-02,"BC","All","All",647,773.57
2021-05-02,"BC","Fraser","All",435,514
2021-05-02,"BC","Fraser","Fraser East",94,95
2021-05-02,"BC","Fraser","Fraser North",87,109.86
2021-05-02,"BC","Fraser","Fraser South",254,309
2021-05-02,"BC","Fraser","Unknown",0,0.14
2021-05-02,"BC","Interior","All",35,55.86
2021-05-02,"BC","Interior","East Kootenay",5,6.71
2021-05-02,"BC","Interior","Kootenay Boundary",3,3.43
2021-05-02,"BC","Interior","Okanagan",22,37
2021-05-02,"BC","Interior","Thompson Cariboo Shuswap",5,8.71
2021-05-02,"BC","Northern","All",22,20.43
2021-05-02,"BC","Northern","Northeast",10,11.29
2021-05-02,"BC","Northern","Northern Interior",11,7.29
2021-05-02,"BC","Northern","Northwest",1,1.86
2021-05-02,"BC","Northern","Unknown",0,0
2021-05-02,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-05-02,"BC","Vancouver Coastal","All",140,156.86
2021-05-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",27,29.57
2021-05-02,"BC","Vancouver Coastal","Richmond",15,24.43
2021-05-02,"BC","Vancouver Coastal","Unknown",0,0
2021-05-02,"BC","Vancouver Coastal","Vancouver",98,102.86
2021-05-02,"BC","Vancouver Island","All",15,26.43
2021-05-02,"BC","Vancouver Island","Central Vancouver Island",5,10.14
2021-05-02,"BC","Vancouver Island","North Vancouver Island",2,2.71
2021-05-02,"BC","Vancouver Island","South Vancouver Island",8,13.57
2021-05-02,"BC","Vancouver Island","Unknown HSDA - Vancouver Island HA",0,0
2021-05-02,"Out of Canada","Out of Canada","Out of Canada",0,0.14
2021-05-03,"BC","All","All",569,744.43
2021-05-03,"BC","Fraser","All",372,493.57
2021-05-03,"BC","Fraser","Fraser East",89,94.71
2021-05-03,"BC","Fraser","Fraser North",67,104.57
2021-05-03,"BC","Fraser","Fraser South",216,294.14
2021-05-03,"BC","Fraser","Unknown",0,0.14
2021-05-03,"BC","Interior","All",36,51.43
2021-05-03,"BC","Interior","East Kootenay",6,6.43
2021-05-03,"BC","Interior","Kootenay Boundary",4,3.14
2021-05-03,"BC","Interior","Okanagan",21,34.57
2021-05-03,"BC","Interior","Thompson Cariboo Shuswap",5,7.29
2021-05-03,"BC","Northern","All",11,20.43
2021-05-03,"BC","Northern","Northeast",7,11.57
2021-05-03,"BC","Northern","Northern Interior",3,7.14
2021-05-03,"BC","Northern","Northwest",1,1.71
2021-05-03,"BC","Northern","Unknown",0,0
2021-05-03,"BC","Northern","Unknown HSDA - Northern HA",0,0
2021-05-03,"BC","Vancouver Coastal","All",133,154
2021-05-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",21,27.57
2021-05-03,"BC","Vancouver Coastal","Richmond",6,22.57
